max-step-size,evaporation-rate,population,max-turn-angle,diffusion-rate,ticks
8.0,10.0,50.0,120.0,100.0,280
8.0,10.0,100.0,60.0,10.0,140
8.0,10.0,100.0,60.0,10.0,233
8.0,10.0,100.0,60.0,10.0,174
8.0,10.0,100.0,60.0,10.0,184
8.0,10.0,100.0,60.0,10.0,165
8.0,10.0,100.0,60.0,10.0,164
8.0,10.0,100.0,60.0,10.0,204
8.0,10.0,100.0,60.0,10.0,158
8.0,10.0,100.0,60.0,10.0,139
8.0,10.0,100.0,60.0,10.0,254
8.0,10.0,100.0,60.0,10.0,202
8.0,10.0,100.0,60.0,10.0,207
8.0,10.0,100.0,60.0,10.0,190
8.0,10.0,100.0,60.0,10.0,153
8.0,10.0,100.0,60.0,10.0,158
8.0,10.0,100.0,60.0,10.0,201
8.0,10.0,100.0,60.0,10.0,257
8.0,10.0,100.0,60.0,10.0,158
8.0,10.0,100.0,60.0,10.0,171
8.0,10.0,100.0,60.0,10.0,176
8.0,10.0,100.0,60.0,100.0,144
8.0,10.0,100.0,60.0,100.0,143
8.0,10.0,100.0,60.0,100.0,153
8.0,10.0,100.0,60.0,100.0,156
8.0,10.0,100.0,60.0,100.0,132
8.0,10.0,100.0,60.0,100.0,163
8.0,10.0,100.0,60.0,100.0,153
8.0,10.0,100.0,60.0,100.0,153
8.0,10.0,100.0,60.0,100.0,149
8.0,10.0,100.0,60.0,100.0,152
8.0,10.0,100.0,60.0,10.0,167
8.0,10.0,100.0,60.0,10.0,183
8.0,10.0,100.0,60.0,10.0,206
8.0,10.0,100.0,60.0,10.0,184
8.0,10.0,100.0,60.0,10.0,241
8.0,10.0,100.0,60.0,10.0,155
8.0,10.0,100.0,60.0,10.0,166
8.0,10.0,100.0,60.0,10.0,178
8.0,10.0,100.0,60.0,10.0,183
8.0,10.0,100.0,60.0,10.0,172
8.0,10.0,100.0,60.0,10.0,189
8.0,10.0,100.0,60.0,10.0,150
8.0,10.0,100.0,60.0,10.0,197
8.0,10.0,100.0,60.0,10.0,250
8.0,10.0,100.0,60.0,10.0,162
8.0,10.0,100.0,60.0,10.0,188
8.0,10.0,100.0,60.0,10.0,224
8.0,10.0,100.0,60.0,10.0,168
8.0,10.0,100.0,60.0,10.0,175
8.0,10.0,100.0,60.0,10.0,166
8.0,10.0,100.0,60.0,100.0,177
8.0,10.0,100.0,60.0,100.0,170
8.0,10.0,100.0,60.0,100.0,163
8.0,10.0,100.0,60.0,100.0,293
8.0,10.0,100.0,60.0,100.0,170
8.0,10.0,100.0,60.0,100.0,248
8.0,10.0,100.0,60.0,100.0,154
8.0,10.0,100.0,60.0,100.0,159
8.0,10.0,100.0,60.0,100.0,184
8.0,10.0,100.0,60.0,100.0,198
8.0,10.0,100.0,120.0,10.0,205
8.0,10.0,100.0,120.0,10.0,179
8.0,10.0,100.0,120.0,10.0,193
8.0,10.0,100.0,120.0,10.0,174
8.0,10.0,100.0,120.0,10.0,207
8.0,10.0,100.0,120.0,10.0,165
8.0,10.0,100.0,120.0,10.0,171
8.0,10.0,100.0,120.0,10.0,176
8.0,10.0,100.0,120.0,10.0,204
8.0,10.0,100.0,120.0,10.0,213
8.0,10.0,100.0,120.0,10.0,174
8.0,10.0,100.0,120.0,10.0,191
8.0,10.0,100.0,120.0,10.0,252
8.0,10.0,100.0,120.0,10.0,212
8.0,10.0,100.0,120.0,10.0,226
8.0,10.0,100.0,120.0,10.0,184
8.0,10.0,100.0,120.0,10.0,208
8.0,10.0,100.0,120.0,10.0,163
8.0,10.0,100.0,120.0,10.0,265
8.0,10.0,100.0,120.0,10.0,256
8.0,10.0,100.0,120.0,100.0,165
8.0,10.0,100.0,120.0,100.0,159
8.0,10.0,100.0,120.0,100.0,164
8.0,10.0,100.0,120.0,100.0,155
8.0,10.0,100.0,120.0,100.0,163
8.0,10.0,100.0,120.0,100.0,196
8.0,10.0,100.0,120.0,100.0,174
8.0,10.0,100.0,120.0,100.0,213
8.0,10.0,100.0,120.0,100.0,167
8.0,10.0,100.0,120.0,100.0,160
8.0,10.0,50.0,60.0,10.0,537
8.0,10.0,50.0,60.0,10.0,330
8.0,10.0,50.0,60.0,10.0,283
8.0,10.0,50.0,60.0,10.0,417
8.0,10.0,50.0,60.0,10.0,357
8.0,10.0,50.0,60.0,10.0,347
8.0,10.0,50.0,60.0,10.0,341
8.0,10.0,50.0,60.0,10.0,267
8.0,10.0,50.0,60.0,10.0,319
8.0,10.0,50.0,60.0,10.0,500
8.0,10.0,50.0,60.0,10.0,427
8.0,10.0,50.0,60.0,10.0,233
8.0,10.0,50.0,60.0,10.0,360
8.0,10.0,50.0,60.0,10.0,289
8.0,10.0,50.0,60.0,10.0,356
8.0,10.0,50.0,60.0,10.0,299
8.0,10.0,50.0,60.0,10.0,291
8.0,10.0,50.0,60.0,10.0,359
8.0,10.0,50.0,60.0,10.0,302
8.0,10.0,50.0,60.0,10.0,230
8.0,10.0,50.0,60.0,100.0,332
8.0,10.0,50.0,60.0,100.0,234
8.0,10.0,50.0,60.0,100.0,330
8.0,10.0,50.0,60.0,100.0,317
8.0,10.0,50.0,60.0,100.0,271
8.0,10.0,50.0,60.0,100.0,216
8.0,10.0,50.0,60.0,100.0,298
8.0,10.0,50.0,60.0,100.0,240
8.0,10.0,50.0,60.0,100.0,241
8.0,10.0,50.0,60.0,100.0,327
8.0,10.0,50.0,60.0,10.0,252
8.0,10.0,50.0,60.0,10.0,313
8.0,10.0,50.0,60.0,10.0,416
8.0,10.0,50.0,60.0,10.0,238
8.0,10.0,50.0,60.0,10.0,388
8.0,10.0,50.0,60.0,10.0,258
8.0,10.0,50.0,60.0,10.0,252
8.0,10.0,50.0,60.0,10.0,323
8.0,10.0,50.0,60.0,10.0,490
8.0,10.0,50.0,60.0,10.0,248
8.0,10.0,50.0,60.0,10.0,558
8.0,10.0,50.0,60.0,10.0,327
8.0,10.0,50.0,60.0,10.0,257
8.0,10.0,50.0,60.0,10.0,313
8.0,10.0,50.0,60.0,10.0,456
8.0,10.0,50.0,60.0,10.0,300
8.0,10.0,50.0,60.0,10.0,316
8.0,10.0,50.0,60.0,10.0,351
8.0,10.0,50.0,60.0,10.0,231
8.0,10.0,50.0,60.0,10.0,339
8.0,10.0,50.0,60.0,100.0,534
8.0,10.0,50.0,60.0,100.0,235
8.0,10.0,50.0,60.0,100.0,261
8.0,10.0,50.0,60.0,100.0,318
8.0,10.0,50.0,60.0,100.0,409
8.0,10.0,50.0,60.0,100.0,251
8.0,10.0,50.0,60.0,100.0,203
8.0,10.0,50.0,60.0,100.0,280
8.0,10.0,50.0,60.0,100.0,244
8.0,10.0,50.0,60.0,100.0,207
8.0,10.0,50.0,120.0,10.0,430
8.0,10.0,50.0,120.0,10.0,293
8.0,10.0,50.0,120.0,10.0,374
8.0,10.0,50.0,120.0,10.0,355
8.0,10.0,50.0,120.0,10.0,385
8.0,10.0,50.0,120.0,10.0,336
8.0,10.0,50.0,120.0,10.0,348
8.0,10.0,50.0,120.0,10.0,397
8.0,10.0,50.0,120.0,10.0,315
8.0,10.0,50.0,120.0,10.0,278
8.0,10.0,50.0,120.0,10.0,365
8.0,10.0,50.0,120.0,10.0,444
8.0,10.0,50.0,120.0,10.0,361
8.0,10.0,50.0,120.0,10.0,335
8.0,10.0,50.0,120.0,10.0,362
8.0,10.0,50.0,120.0,10.0,296
8.0,10.0,50.0,120.0,10.0,386
8.0,10.0,50.0,120.0,10.0,259
8.0,10.0,50.0,120.0,10.0,404
8.0,10.0,50.0,120.0,10.0,268
8.0,10.0,50.0,120.0,100.0,277
8.0,10.0,50.0,120.0,100.0,481
8.0,10.0,50.0,120.0,100.0,265
8.0,10.0,50.0,120.0,100.0,232
8.0,10.0,50.0,120.0,100.0,286
8.0,10.0,50.0,120.0,100.0,282
8.0,10.0,50.0,120.0,100.0,269
8.0,10.0,50.0,120.0,100.0,397
8.0,10.0,50.0,120.0,100.0,324
8.0,10.0,50.0,120.0,100.0,272
8.0,10.0,100.0,60.0,10.0,287
8.0,10.0,100.0,60.0,10.0,190
8.0,10.0,100.0,60.0,10.0,173
8.0,10.0,100.0,60.0,10.0,146
8.0,10.0,100.0,60.0,10.0,193
8.0,10.0,100.0,60.0,10.0,241
8.0,10.0,100.0,60.0,10.0,177
8.0,10.0,100.0,60.0,10.0,229
8.0,10.0,100.0,60.0,10.0,176
8.0,10.0,100.0,60.0,10.0,207
8.0,10.0,100.0,60.0,10.0,148
8.0,10.0,100.0,60.0,10.0,170
8.0,10.0,100.0,60.0,10.0,180
8.0,10.0,100.0,60.0,10.0,189
8.0,10.0,100.0,60.0,10.0,202
8.0,10.0,100.0,60.0,10.0,184
8.0,10.0,100.0,60.0,10.0,179
8.0,10.0,100.0,60.0,10.0,140
8.0,10.0,100.0,60.0,10.0,246
8.0,10.0,100.0,60.0,10.0,170
8.0,10.0,100.0,60.0,100.0,151
8.0,10.0,100.0,60.0,100.0,154
8.0,10.0,100.0,60.0,100.0,146
8.0,10.0,100.0,60.0,100.0,146
8.0,10.0,100.0,60.0,100.0,163
8.0,10.0,100.0,60.0,100.0,161
8.0,10.0,100.0,60.0,100.0,164
8.0,10.0,100.0,60.0,100.0,159
8.0,10.0,100.0,60.0,100.0,139
8.0,10.0,100.0,60.0,100.0,170
8.0,10.0,100.0,60.0,10.0,162
8.0,10.0,100.0,60.0,10.0,191
8.0,10.0,100.0,60.0,10.0,176
8.0,10.0,100.0,60.0,10.0,162
8.0,10.0,100.0,60.0,10.0,152
8.0,10.0,100.0,60.0,10.0,186
8.0,10.0,100.0,60.0,10.0,285
8.0,10.0,100.0,60.0,10.0,176
8.0,10.0,100.0,60.0,10.0,156
8.0,10.0,100.0,60.0,10.0,168
8.0,10.0,100.0,60.0,10.0,217
8.0,10.0,100.0,60.0,10.0,198
8.0,10.0,100.0,60.0,10.0,193
8.0,10.0,100.0,60.0,10.0,162
8.0,10.0,100.0,60.0,10.0,160
8.0,10.0,100.0,60.0,10.0,151
8.0,10.0,100.0,60.0,10.0,231
8.0,10.0,100.0,60.0,10.0,161
8.0,10.0,100.0,60.0,10.0,209
8.0,10.0,100.0,60.0,10.0,190
8.0,10.0,100.0,60.0,100.0,182
8.0,10.0,100.0,60.0,100.0,152
8.0,10.0,100.0,60.0,100.0,157
8.0,10.0,100.0,60.0,100.0,145
8.0,10.0,100.0,60.0,100.0,181
8.0,10.0,100.0,60.0,100.0,160
8.0,10.0,100.0,60.0,100.0,142
8.0,10.0,100.0,60.0,100.0,150
8.0,10.0,100.0,60.0,100.0,159
8.0,10.0,100.0,60.0,100.0,170
8.0,10.0,100.0,120.0,10.0,195
8.0,10.0,100.0,120.0,10.0,188
8.0,10.0,100.0,120.0,10.0,183
8.0,10.0,100.0,120.0,10.0,226
8.0,10.0,100.0,120.0,10.0,293
8.0,10.0,100.0,120.0,10.0,174
8.0,10.0,100.0,120.0,10.0,237
8.0,10.0,100.0,120.0,10.0,201
8.0,10.0,100.0,120.0,10.0,177
8.0,10.0,100.0,120.0,10.0,233
8.0,10.0,100.0,120.0,10.0,190
8.0,10.0,100.0,120.0,10.0,179
8.0,10.0,100.0,120.0,10.0,217
8.0,10.0,100.0,120.0,10.0,171
8.0,10.0,100.0,120.0,10.0,262
8.0,10.0,100.0,120.0,10.0,184
8.0,10.0,100.0,120.0,10.0,184
8.0,10.0,100.0,120.0,10.0,195
8.0,10.0,100.0,120.0,10.0,184
8.0,10.0,100.0,120.0,10.0,179
8.0,10.0,100.0,120.0,100.0,196
8.0,10.0,100.0,120.0,100.0,213
8.0,10.0,100.0,120.0,100.0,180
8.0,10.0,100.0,120.0,100.0,161
8.0,10.0,100.0,120.0,100.0,161
8.0,10.0,100.0,120.0,100.0,165
8.0,10.0,100.0,120.0,100.0,181
8.0,10.0,100.0,120.0,100.0,202
8.0,10.0,100.0,120.0,100.0,219
8.0,10.0,100.0,120.0,100.0,223
8.0,100.0,50.0,60.0,10.0,389
8.0,100.0,50.0,60.0,10.0,282
8.0,100.0,50.0,60.0,10.0,379
8.0,100.0,50.0,60.0,10.0,281
8.0,100.0,50.0,60.0,10.0,316
8.0,100.0,50.0,60.0,10.0,350
8.0,100.0,50.0,60.0,10.0,253
8.0,100.0,50.0,60.0,10.0,386
8.0,100.0,50.0,60.0,10.0,323
8.0,100.0,50.0,60.0,10.0,303
8.0,100.0,50.0,60.0,10.0,324
8.0,100.0,50.0,60.0,10.0,416
8.0,100.0,50.0,60.0,10.0,255
8.0,100.0,50.0,60.0,10.0,290
8.0,100.0,50.0,60.0,10.0,304
8.0,100.0,50.0,60.0,10.0,420
8.0,100.0,50.0,60.0,10.0,320
8.0,100.0,50.0,60.0,10.0,242
8.0,100.0,50.0,60.0,10.0,315
8.0,100.0,50.0,60.0,10.0,358
8.0,100.0,50.0,60.0,100.0,359
8.0,100.0,50.0,60.0,100.0,348
8.0,100.0,50.0,60.0,100.0,320
8.0,100.0,50.0,60.0,100.0,250
8.0,100.0,50.0,60.0,100.0,262
8.0,100.0,50.0,60.0,100.0,335
8.0,100.0,50.0,60.0,100.0,343
8.0,100.0,50.0,60.0,100.0,349
8.0,100.0,50.0,60.0,100.0,284
8.0,100.0,50.0,60.0,100.0,253
8.0,100.0,50.0,60.0,10.0,280
8.0,100.0,50.0,60.0,10.0,401
8.0,100.0,50.0,60.0,10.0,336
8.0,100.0,50.0,60.0,10.0,393
8.0,100.0,50.0,60.0,10.0,318
8.0,100.0,50.0,60.0,10.0,251
8.0,100.0,50.0,60.0,10.0,332
8.0,100.0,50.0,60.0,10.0,305
8.0,100.0,50.0,60.0,10.0,417
8.0,100.0,50.0,60.0,10.0,402
8.0,100.0,50.0,60.0,10.0,414
8.0,100.0,50.0,60.0,10.0,271
8.0,100.0,50.0,60.0,10.0,301
8.0,100.0,50.0,60.0,10.0,226
8.0,100.0,50.0,60.0,10.0,446
8.0,100.0,50.0,60.0,10.0,349
8.0,100.0,50.0,60.0,10.0,372
8.0,100.0,50.0,60.0,10.0,480
8.0,100.0,50.0,60.0,10.0,341
8.0,100.0,50.0,60.0,10.0,254
8.0,100.0,50.0,60.0,100.0,370
8.0,100.0,50.0,60.0,100.0,300
8.0,100.0,50.0,60.0,100.0,330
8.0,100.0,50.0,60.0,100.0,293
8.0,100.0,50.0,60.0,100.0,254
8.0,100.0,50.0,60.0,100.0,301
8.0,100.0,50.0,60.0,100.0,261
8.0,100.0,50.0,60.0,100.0,271
8.0,100.0,50.0,60.0,100.0,259
8.0,100.0,50.0,60.0,100.0,369
8.0,100.0,50.0,120.0,10.0,371
8.0,100.0,50.0,120.0,10.0,309
8.0,100.0,50.0,120.0,10.0,347
8.0,100.0,50.0,120.0,10.0,350
8.0,100.0,50.0,120.0,10.0,404
8.0,100.0,50.0,120.0,10.0,368
8.0,100.0,50.0,120.0,10.0,271
8.0,100.0,50.0,120.0,10.0,287
8.0,100.0,50.0,120.0,10.0,263
8.0,100.0,50.0,120.0,10.0,260
8.0,100.0,50.0,120.0,10.0,341
8.0,100.0,50.0,120.0,10.0,341
8.0,100.0,50.0,120.0,10.0,458
8.0,100.0,50.0,120.0,10.0,281
8.0,100.0,50.0,120.0,10.0,266
8.0,100.0,50.0,120.0,10.0,423
8.0,100.0,50.0,120.0,10.0,326
8.0,100.0,50.0,120.0,10.0,311
8.0,100.0,50.0,120.0,10.0,544
8.0,100.0,50.0,120.0,10.0,324
8.0,100.0,50.0,120.0,100.0,317
8.0,100.0,50.0,120.0,100.0,262
8.0,100.0,50.0,120.0,100.0,327
8.0,100.0,50.0,120.0,100.0,275
8.0,100.0,50.0,120.0,100.0,306
8.0,100.0,50.0,120.0,100.0,309
8.0,100.0,50.0,120.0,100.0,412
8.0,100.0,50.0,120.0,100.0,328
8.0,100.0,50.0,120.0,100.0,308
8.0,100.0,50.0,120.0,100.0,380
8.0,100.0,100.0,60.0,10.0,152
8.0,100.0,100.0,60.0,10.0,152
8.0,100.0,100.0,60.0,10.0,161
8.0,100.0,100.0,60.0,10.0,175
8.0,100.0,100.0,60.0,10.0,160
8.0,100.0,100.0,60.0,10.0,153
8.0,100.0,100.0,60.0,10.0,146
8.0,100.0,100.0,60.0,10.0,157
8.0,100.0,100.0,60.0,10.0,196
8.0,100.0,100.0,60.0,10.0,146
8.0,100.0,100.0,60.0,10.0,143
8.0,100.0,100.0,60.0,10.0,153
8.0,100.0,100.0,60.0,10.0,131
8.0,100.0,100.0,60.0,10.0,163
8.0,100.0,100.0,60.0,10.0,225
8.0,100.0,100.0,60.0,10.0,148
8.0,100.0,100.0,60.0,10.0,171
8.0,100.0,100.0,60.0,10.0,166
8.0,100.0,100.0,60.0,10.0,189
8.0,100.0,100.0,60.0,10.0,157
8.0,100.0,100.0,60.0,100.0,149
8.0,100.0,100.0,60.0,100.0,136
8.0,100.0,100.0,60.0,100.0,154
8.0,100.0,100.0,60.0,100.0,154
8.0,100.0,100.0,60.0,100.0,224
8.0,100.0,100.0,60.0,100.0,155
8.0,100.0,100.0,60.0,100.0,174
8.0,100.0,100.0,60.0,100.0,150
8.0,100.0,100.0,60.0,100.0,210
8.0,100.0,100.0,60.0,100.0,175
8.0,100.0,100.0,60.0,10.0,193
8.0,100.0,100.0,60.0,10.0,189
8.0,100.0,100.0,60.0,10.0,144
8.0,100.0,100.0,60.0,10.0,145
8.0,100.0,100.0,60.0,10.0,181
8.0,100.0,100.0,60.0,10.0,219
8.0,100.0,100.0,60.0,10.0,238
8.0,100.0,100.0,60.0,10.0,163
8.0,100.0,100.0,60.0,10.0,173
8.0,100.0,100.0,60.0,10.0,201
8.0,100.0,100.0,60.0,10.0,102
8.0,100.0,100.0,60.0,10.0,157
8.0,100.0,100.0,60.0,10.0,166
8.0,100.0,100.0,60.0,10.0,160
8.0,100.0,100.0,60.0,10.0,162
8.0,100.0,100.0,60.0,10.0,159
8.0,100.0,100.0,60.0,10.0,140
8.0,100.0,100.0,60.0,10.0,135
8.0,100.0,100.0,60.0,10.0,175
8.0,100.0,100.0,60.0,10.0,204
8.0,100.0,100.0,60.0,100.0,195
8.0,100.0,100.0,60.0,100.0,167
8.0,100.0,100.0,60.0,100.0,206
8.0,100.0,100.0,60.0,100.0,176
8.0,100.0,100.0,60.0,100.0,165
8.0,100.0,100.0,60.0,100.0,133
8.0,100.0,100.0,60.0,100.0,161
8.0,100.0,100.0,60.0,100.0,132
8.0,100.0,100.0,60.0,100.0,182
8.0,100.0,100.0,60.0,100.0,143
8.0,100.0,100.0,120.0,10.0,149
8.0,100.0,100.0,120.0,10.0,166
8.0,100.0,100.0,120.0,10.0,159
8.0,100.0,100.0,120.0,10.0,205
8.0,100.0,100.0,120.0,10.0,157
8.0,100.0,100.0,120.0,10.0,154
8.0,100.0,100.0,120.0,10.0,141
8.0,100.0,100.0,120.0,10.0,153
8.0,100.0,100.0,120.0,10.0,228
8.0,100.0,100.0,120.0,10.0,176
8.0,100.0,100.0,120.0,10.0,190
8.0,100.0,100.0,120.0,10.0,173
8.0,100.0,100.0,120.0,10.0,156
8.0,100.0,100.0,120.0,10.0,220
8.0,100.0,100.0,120.0,10.0,127
8.0,100.0,100.0,120.0,10.0,167
8.0,100.0,100.0,120.0,10.0,180
8.0,100.0,100.0,120.0,10.0,164
8.0,100.0,100.0,120.0,10.0,196
8.0,100.0,100.0,120.0,10.0,220
8.0,100.0,100.0,120.0,100.0,155
8.0,100.0,100.0,120.0,100.0,173
8.0,100.0,100.0,120.0,100.0,161
8.0,100.0,100.0,120.0,100.0,156
8.0,100.0,100.0,120.0,100.0,137
8.0,100.0,100.0,120.0,100.0,126
8.0,100.0,100.0,120.0,100.0,154
8.0,100.0,100.0,120.0,100.0,139
8.0,100.0,100.0,120.0,100.0,183
8.0,100.0,100.0,120.0,100.0,185
